Customer ID,City,Category,Purchase Date,Quantity,Unit Price,Total Amount,Month
1791,Makkah,Home,2023-05-05,2,151.48,302.96,2023-05
4993,Khobar,Electronics,2023-05-06,6,115.94,695.64,2023-05
3264,Khobar,Sports,2023-05-07,8,131.29,1050.32,2023-05
1763,Riyadh,Groceries,2023-05-08,1,403.01,403.01,2023-05
3235,Riyadh,Electronics,2023-05-09,6,290.3,1741.8,2023-05
1379,Makkah,Groceries,2023-05-10,2,22.77,45.54,2023-05
1492,Khobar,Sports,2023-05-11,2,226.07,452.14,2023-05
4112,Jeddah,Home,2023-05-12,7,215.78,1510.46,2023-05
2180,Riyadh,Clothing,2023-05-13,1,74.69,74.69,2023-05
3062,Makkah,Clothing,2023-05-14,6,344.55,2067.3,2023-05
4884,Khobar,Home,2023-05-15,7,357.01,2499.07,2023-05
1064,Khobar,Electronics,2023-05-16,8,366.03,2928.24,2023-05
4928,Jeddah,Electronics,2023-05-17,7,369.67,2587.69,2023-05
4910,Makkah,Groceries,2023-05-18,6,20.03,120.18,2023-05
3568,Khobar,Home,2023-05-19,9,477.88,4300.92,2023-05
2367,Riyadh,Electronics,2023-05-20,3,410.82,1232.46,2023-05
2152,Jeddah,Home,2023-05-21,6,453.91,2723.46,2023-05
3027,Makkah,Sports,2023-05-22,4,27.51,110.04,2023-05
3695,Jeddah,Clothing,2023-05-23,2,468.25,936.5,2023-05
2495,Riyadh,Clothing,2023-05-24,1,408.7,408.7,2023-05
4134,Makkah,Clothing,2023-05-25,1,421.87,421.87,2023-05
2162,Jeddah,Home,2023-05-26,3,64.78,194.34,2023-05
2522,Dammam,Home,2023-05-27,4,374.61,1498.44,2023-05
3640,Riyadh,Groceries,2023-05-28,2,480.76,961.52,2023-05
1391,Riyadh,Clothing,2023-05-29,1,345.7,345.7,2023-05
2698,Riyadh,Groceries,2023-05-30,4,293.87,1175.48,2023-05
1418,Dammam,Clothing,2023-05-31,7,473.9,3317.3,2023-05
3336,Dammam,Groceries,2023-06-01,6,232.61,1395.66,2023-06
1378,Khobar,Groceries,2023-06-02,6,307.66,1845.96,2023-06
2796,Jeddah,Sports,2023-06-03,9,248.64,2237.76,2023-06
4561,Khobar,Groceries,2023-06-04,2,467.77,935.54,2023-06
3278,Jeddah,Home,2023-06-05,4,56.52,226.08,2023-06
4065,Dammam,Groceries,2023-06-06,5,260.54,1302.7,2023-06
3088,Dammam,Clothing,2023-06-07,1,349.74,349.74,2023-06
4099,Khobar,Groceries,2023-06-08,8,400.12,3200.96,2023-06
3182,Makkah,Electronics,2023-06-09,8,299.85,2398.8,2023-06
1200,Khobar,Clothing,2023-06-10,6,456.28,2737.68,2023-06
2863,Jeddah,Electronics,2023-06-11,5,472.16,2360.8,2023-06
1779,Khobar,Clothing,2023-06-12,8,50.87,406.96,2023-06
3977,Riyadh,Home,2023-06-13,3,213.14,639.42,2023-06
4104,Jeddah,Home,2023-06-14,3,31.26,93.78,2023-06
4119,Jeddah,Home,2023-06-15,2,178.12,356.24,2023-06
1502,Makkah,Electronics,2023-06-16,5,277.7,1388.5,2023-06
3454,Dammam,Sports,2023-06-17,3,457.18,1371.54,2023-06
4645,Jeddah,Clothing,2023-06-18,3,426.35,1279.05,2023-06
2751,Dammam,Home,2023-06-19,6,81.2,487.2,2023-06
1804,Khobar,Clothing,2023-06-20,8,64.65,517.2,2023-06
3146,Riyadh,Electronics,2023-06-21,2,302.85,605.7,2023-06
3731,Makkah,Sports,2023-06-22,4,275.42,1101.68,2023-06
2895,Dammam,Electronics,2023-06-23,7,147.86,1035.02,2023-06
3773,Jeddah,Clothing,2023-06-24,1,451.74,451.74,2023-06
2570,Dammam,Sports,2023-06-25,1,465.14,465.14,2023-06
1960,Jeddah,Sports,2023-06-26,7,213.25,1492.75,2023-06
4810,Dammam,Electronics,2023-06-27,7,447.35,3131.45,2023-06
3660,Jeddah,Home,2023-06-28,1,204.3,204.3,2023-06
2485,Khobar,Clothing,2023-06-29,1,373.67,373.67,2023-06
3690,Jeddah,Groceries,2023-06-30,4,248.45,993.8,2023-06
4840,Jeddah,Groceries,2023-07-01,5,78.84,394.2,2023-07
2028,Riyadh,Electronics,2023-07-02,5,465.41,2327.05,2023-07
4289,Jeddah,Clothing,2023-07-03,4,237.97,951.88,2023-07
1502,Riyadh,Clothing,2023-07-04,8,372.55,2980.4,2023-07
3814,Makkah,Electronics,2023-07-05,7,196.24,1373.68,2023-07
1397,Riyadh,Clothing,2023-07-06,9,29.06,261.54,2023-07
1870,Khobar,Home,2023-07-07,7,68.25,477.75,2023-07
3842,Riyadh,Electronics,2023-07-08,1,258.19,258.19,2023-07
1392,Makkah,Home,2023-07-09,7,351.18,2458.26,2023-07
1206,Khobar,Clothing,2023-07-10,1,180.67,180.67,2023-07
2038,Dammam,Electronics,2023-07-11,7,353.83,2476.81,2023-07
2881,Dammam,Clothing,2023-07-12,8,355.35,2842.8,2023-07
4625,Riyadh,Electronics,2023-07-13,9,357.89,3221.01,2023-07
3939,Riyadh,Clothing,2023-07-14,3,256.41,769.23,2023-07
2484,Makkah,Home,2023-07-15,4,459.15,1836.6,2023-07
4762,Makkah,Home,2023-07-16,4,254.81,1019.24,2023-07
4646,Jeddah,Clothing,2023-07-17,9,236.13,2125.17,2023-07
1863,Makkah,Electronics,2023-07-18,7,115.7,809.9,2023-07
3790,Jeddah,Groceries,2023-07-19,3,167.67,503.01,2023-07
4312,Khobar,Home,2023-07-20,5,40.32,201.6,2023-07
1563,Riyadh,Home,2023-07-21,7,324.1,2268.7,2023-07
2020,Khobar,Groceries,2023-07-22,8,139.3,1114.4,2023-07
1095,Makkah,Clothing,2023-07-23,1,165.99,165.99,2023-07
2923,Khobar,Electronics,2023-07-24,2,389.99,779.98,2023-07
2757,Khobar,Clothing,2023-07-25,7,177.07,1239.49,2023-07
3532,Khobar,Sports,2023-07-26,2,136.25,272.5,2023-07
4478,Makkah,Home,2023-07-27,7,101.15,708.05,2023-07
3278,Khobar,Sports,2023-07-28,9,391.93,3527.37,2023-07
3796,Jeddah,Home,2023-07-29,2,82.26,164.52,2023-07
2678,Makkah,Home,2023-07-30,7,237.8,1664.6,2023-07
4242,Khobar,Sports,2023-07-31,4,263.33,1053.32,2023-07
1540,Makkah,Sports,2023-08-01,2,349.95,699.9,2023-08
2059,Dammam,Clothing,2023-08-02,7,323.98,2267.86,2023-08
3572,Jeddah,Sports,2023-08-03,5,409.15,2045.75,2023-08
2183,Khobar,Clothing,2023-08-04,1,41.48,41.48,2023-08
4910,Dammam,Clothing,2023-08-05,5,162.29,811.45,2023-08
2722,Dammam,Clothing,2023-08-06,3,154.46,463.38,2023-08
4314,Makkah,Home,2023-08-07,7,90.09,630.63,2023-08
4157,Dammam,Home,2023-08-08,6,158.81,952.86,2023-08
2819,Jeddah,Sports,2023-08-09,8,168.69,1349.52,2023-08
3625,Jeddah,Home,2023-08-10,5,270.5,1352.5,2023-08
3729,Riyadh,Sports,2023-08-11,2,338.58,677.16,2023-08
3604,Jeddah,Home,2023-08-12,9,202.93,1826.37,2023-08
2597,Dammam,Electronics,2023-08-13,8,365.35,2922.8,2023-08
4060,Jeddah,Electronics,2023-08-14,6,181.36,1088.16,2023-08
3693,Makkah,Sports,2023-08-15,7,159.34,1115.38,2023-08
1795,Riyadh,Home,2023-08-16,9,279.77,2517.93,2023-08
2051,Dammam,Home,2023-08-17,7,31.38,219.66,2023-08
2643,Riyadh,Clothing,2023-08-18,3,58.3,174.9,2023-08
4627,Dammam,Groceries,2023-08-19,6,220.63,1323.78,2023-08
2363,Makkah,Sports,2023-08-20,7,472.6,3308.2,2023-08
4869,Riyadh,Groceries,2023-08-21,2,366.33,732.66,2023-08
2981,Khobar,Groceries,2023-08-22,3,62.3,186.9,2023-08
2354,Dammam,Sports,2023-08-23,4,426.23,1704.92,2023-08
2663,Khobar,Home,2023-08-24,6,371.5,2229.0,2023-08
2529,Riyadh,Sports,2023-08-25,1,313.25,313.25,2023-08
3038,Khobar,Groceries,2023-08-26,9,413.74,3723.66,2023-08
4419,Khobar,Home,2023-08-27,5,213.97,1069.85,2023-08
2496,Riyadh,Electronics,2023-08-28,7,126.32,884.24,2023-08
4302,Makkah,Sports,2023-08-29,9,265.77,2391.93,2023-08
3237,Khobar,Sports,2023-08-30,9,283.44,2550.96,2023-08
4296,Khobar,Home,2023-08-31,1,278.4,278.4,2023-08
2408,Makkah,Electronics,2023-09-01,1,291.24,291.24,2023-09
2400,Khobar,Electronics,2023-09-02,3,475.38,1426.14,2023-09
2306,Khobar,Home,2023-09-03,6,453.08,2718.48,2023-09
3680,Khobar,Clothing,2023-09-04,2,440.34,880.68,2023-09
3675,Jeddah,Sports,2023-09-05,1,404.68,404.68,2023-09
1972,Makkah,Sports,2023-09-06,1,472.85,472.85,2023-09
2768,Khobar,Groceries,2023-09-07,5,67.28,336.4,2023-09
2282,Makkah,Home,2023-09-08,4,147.26,589.04,2023-09
4430,Dammam,Groceries,2023-09-09,1,257.63,257.63,2023-09
1709,Dammam,Groceries,2023-09-10,4,426.34,1705.36,2023-09
2479,Khobar,Electronics,2023-09-11,3,262.48,787.44,2023-09
2434,Makkah,Sports,2023-09-12,2,379.06,758.12,2023-09
1648,Makkah,Groceries,2023-09-13,9,86.7,780.3,2023-09
1317,Makkah,Electronics,2023-09-14,1,141.16,141.16,2023-09
4748,Jeddah,Home,2023-09-15,7,371.25,2598.75,2023-09
4296,Dammam,Groceries,2023-09-16,4,99.07,396.28,2023-09
4890,Makkah,Sports,2023-09-17,5,188.65,943.25,2023-09
2257,Makkah,Groceries,2023-09-18,5,147.14,735.7,2023-09
1683,Jeddah,Home,2023-09-19,1,187.93,187.93,2023-09
1663,Jeddah,Groceries,2023-09-20,6,360.0,2160.0,2023-09
2998,Makkah,Sports,2023-09-21,9,196.57,1769.13,2023-09
4898,Riyadh,Electronics,2023-09-22,2,286.53,573.06,2023-09
4445,Makkah,Sports,2023-09-23,7,67.97,475.79,2023-09
4743,Makkah,Electronics,2023-09-24,6,406.41,2438.46,2023-09
2631,Jeddah,Clothing,2023-09-25,5,197.55,987.75,2023-09
2495,Jeddah,Sports,2023-09-26,4,331.3,1325.2,2023-09
4304,Makkah,Sports,2023-09-27,4,368.19,1472.76,2023-09
4763,Makkah,Home,2023-09-28,6,120.64,723.84,2023-09
2136,Makkah,Groceries,2023-09-29,4,444.64,1778.56,2023-09
2853,Jeddah,Electronics,2023-09-30,5,315.79,1578.95,2023-09
2520,Makkah,Electronics,2023-10-01,6,225.79,1354.74,2023-10
3489,Makkah,Home,2023-10-02,5,107.52,537.6,2023-10
1563,Khobar,Home,2023-10-03,7,472.3,3306.1,2023-10
2291,Riyadh,Groceries,2023-10-04,9,382.43,3441.87,2023-10
4581,Dammam,Groceries,2023-10-05,7,119.85,838.95,2023-10
4878,Riyadh,Sports,2023-10-06,7,182.1,1274.7,2023-10
4457,Khobar,Clothing,2023-10-07,4,408.64,1634.56,2023-10
4458,Dammam,Groceries,2023-10-08,1,353.93,353.93,2023-10
4184,Makkah,Home,2023-10-09,8,387.58,3100.64,2023-10
2636,Khobar,Groceries,2023-10-10,4,231.78,927.12,2023-10
4696,Makkah,Electronics,2023-10-11,1,363.91,363.91,2023-10
3999,Jeddah,Clothing,2023-10-12,5,205.52,1027.6,2023-10
4152,Khobar,Sports,2023-10-13,8,121.41,971.28,2023-10
1698,Jeddah,Electronics,2023-10-14,4,323.68,1294.72,2023-10
3160,Khobar,Electronics,2023-10-15,8,488.49,3907.92,2023-10
1001,Khobar,Clothing,2023-10-16,8,169.09,1352.72,2023-10
1641,Jeddah,Sports,2023-10-17,3,241.27,723.81,2023-10
3267,Dammam,Home,2023-10-18,9,343.52,3091.68,2023-10
2589,Riyadh,Sports,2023-10-19,3,279.92,839.76,2023-10
1854,Makkah,Groceries,2023-10-20,1,424.85,424.85,2023-10
2759,Khobar,Electronics,2023-10-21,2,385.64,771.28,2023-10
4296,Makkah,Groceries,2023-10-22,6,47.98,287.88,2023-10
3432,Jeddah,Home,2023-10-23,2,499.24,998.48,2023-10
4474,Makkah,Groceries,2023-10-24,6,381.15,2286.9,2023-10
2661,Jeddah,Sports,2023-10-25,1,434.67,434.67,2023-10
2153,Makkah,Groceries,2023-10-26,1,332.57,332.57,2023-10
2076,Riyadh,Home,2023-10-27,5,431.02,2155.1,2023-10
2707,Riyadh,Home,2023-10-28,9,73.94,665.46,2023-10
3777,Riyadh,Home,2023-10-29,8,186.91,1495.28,2023-10
2695,Riyadh,Sports,2023-10-30,3,440.68,1322.04,2023-10
2733,Riyadh,Home,2023-10-31,3,116.79,350.37,2023-10
2439,Riyadh,Electronics,2023-11-01,1,57.56,57.56,2023-11
3294,Jeddah,Home,2023-11-02,3,398.3,1194.9,2023-11
1835,Khobar,Groceries,2023-11-03,1,421.03,421.03,2023-11
4510,Makkah,Groceries,2023-11-04,8,98.07,784.56,2023-11
1202,Riyadh,Groceries,2023-11-05,1,430.09,430.09,2023-11
4255,Jeddah,Sports,2023-11-06,5,349.65,1748.25,2023-11
1122,Jeddah,Groceries,2023-11-07,9,269.64,2426.76,2023-11
1400,Jeddah,Sports,2023-11-08,7,418.52,2929.64,2023-11
1766,Khobar,Sports,2023-11-09,4,221.24,884.96,2023-11
1293,Makkah,Home,2023-11-10,9,113.12,1018.08,2023-11
3327,Khobar,Electronics,2023-11-11,9,156.73,1410.57,2023-11
4908,Dammam,Home,2023-11-12,2,262.48,524.96,2023-11
3931,Jeddah,Home,2023-11-13,6,275.04,1650.24,2023-11
4681,Dammam,Sports,2023-11-14,4,406.68,1626.72,2023-11
1197,Riyadh,Sports,2023-11-15,8,399.85,3198.8,2023-11
4029,Riyadh,Groceries,2023-11-16,7,299.06,2093.42,2023-11
2930,Khobar,Groceries,2023-11-17,7,394.78,2763.46,2023-11
4582,Makkah,Home,2023-11-18,9,112.05,1008.45,2023-11
3799,Dammam,Clothing,2023-11-19,5,44.03,220.15,2023-11
3191,Makkah,Clothing,2023-11-20,6,439.34,2636.04,2023-11
1608,Khobar,Groceries,2023-11-21,1,56.27,56.27,2023-11
4272,Riyadh,Clothing,2023-11-22,6,138.41,830.46,2023-11
2147,Makkah,Groceries,2023-11-23,2,353.75,707.5,2023-11
1186,Makkah,Sports,2023-11-24,6,216.54,1299.24,2023-11
4397,Riyadh,Home,2023-11-25,9,440.63,3965.67,2023-11
3511,Dammam,Electronics,2023-11-26,8,163.03,1304.24,2023-11
4420,Riyadh,Home,2023-11-27,9,25.7,231.3,2023-11
2794,Makkah,Groceries,2023-11-28,8,164.31,1314.48,2023-11
1659,Dammam,Groceries,2023-11-29,3,297.48,892.44,2023-11
3811,Dammam,Home,2023-11-30,8,200.45,1603.6,2023-11
4002,Riyadh,Groceries,2023-12-01,6,276.74,1660.44,2023-12
2955,Makkah,Clothing,2023-12-02,6,440.77,2644.62,2023-12
3450,Khobar,Clothing,2023-12-03,6,457.99,2747.94,2023-12
2369,Makkah,Groceries,2023-12-04,3,147.67,443.01,2023-12
2986,Jeddah,Groceries,2023-12-05,1,241.83,241.83,2023-12
2534,Khobar,Clothing,2023-12-06,4,283.59,1134.36,2023-12
1146,Dammam,Groceries,2023-12-07,6,475.57,2853.42,2023-12
4219,Khobar,Groceries,2023-12-08,2,499.34,998.68,2023-12
3911,Dammam,Home,2023-12-09,7,133.0,931.0,2023-12
2734,Dammam,Electronics,2023-12-10,7,368.95,2582.65,2023-12
2843,Khobar,Clothing,2023-12-11,4,201.45,805.8,2023-12
1488,Dammam,Home,2023-12-12,4,23.89,95.56,2023-12
3976,Dammam,Electronics,2023-12-13,1,24.44,24.44,2023-12
2959,Jeddah,Groceries,2023-12-14,2,241.07,482.14,2023-12
2663,Makkah,Groceries,2023-12-15,9,254.4,2289.6,2023-12
3598,Makkah,Home,2023-12-16,8,30.83,246.64,2023-12
3385,Jeddah,Groceries,2023-12-17,8,349.73,2797.84,2023-12
3919,Khobar,Sports,2023-12-18,9,161.12,1450.08,2023-12
1640,Riyadh,Home,2023-12-19,7,288.75,2021.25,2023-12
2802,Riyadh,Electronics,2023-12-20,9,164.44,1479.96,2023-12
3520,Riyadh,Home,2023-12-21,2,100.22,200.44,2023-12
2969,Jeddah,Clothing,2023-12-22,6,215.44,1292.64,2023-12
3198,Jeddah,Home,2023-12-23,3,131.49,394.47,2023-12
2438,Dammam,Groceries,2023-12-24,6,276.7,1660.2,2023-12
4369,Riyadh,Groceries,2023-12-25,3,115.44,346.32,2023-12
2634,Khobar,Sports,2023-12-26,8,264.03,2112.24,2023-12
1262,Khobar,Sports,2023-12-27,4,95.54,382.16,2023-12
2787,Riyadh,Sports,2023-12-28,6,342.07,2052.42,2023-12
3191,Riyadh,Electronics,2023-12-29,9,381.89,3437.01,2023-12
3393,Riyadh,Sports,2023-12-30,2,72.99,145.98,2023-12
1623,Jeddah,Electronics,2023-12-31,2,244.55,489.1,2023-12
2016,Jeddah,Sports,2024-01-01,7,54.02,378.14,2024-01
4643,Jeddah,Electronics,2024-01-02,2,307.13,614.26,2024-01
1880,Makkah,Home,2024-01-03,2,146.91,293.82,2024-01
3049,Khobar,Home,2024-01-04,4,273.26,1093.04,2024-01
3944,Khobar,Groceries,2024-01-05,9,268.38,2415.42,2024-01
2327,Dammam,Electronics,2024-01-06,8,463.69,3709.52,2024-01
3301,Jeddah,Clothing,2024-01-07,2,283.56,567.12,2024-01
4723,Makkah,Groceries,2024-01-08,8,299.84,2398.72,2024-01
1452,Makkah,Home,2024-01-09,4,212.79,851.16,2024-01
4108,Khobar,Electronics,2024-01-10,2,475.56,951.12,2024-01
2183,Jeddah,Sports,2024-01-11,7,393.05,2751.35,2024-01
4062,Dammam,Clothing,2024-01-12,6,156.99,941.94,2024-01
3056,Jeddah,Home,2024-01-13,5,425.22,2126.1,2024-01
4304,Riyadh,Groceries,2024-01-14,1,227.55,227.55,2024-01
4170,Jeddah,Electronics,2024-01-15,2,417.76,835.52,2024-01
2682,Riyadh,Clothing,2024-01-16,8,414.99,3319.92,2024-01
3863,Riyadh,Electronics,2024-01-17,1,110.66,110.66,2024-01
3255,Dammam,Sports,2024-01-18,3,356.55,1069.65,2024-01
2154,Khobar,Groceries,2024-01-19,2,159.51,319.02,2024-01
1403,Jeddah,Electronics,2024-01-20,5,162.8,814.0,2024-01
3199,Riyadh,Home,2024-01-21,4,162.25,649.0,2024-01
3101,Jeddah,Groceries,2024-01-22,7,368.27,2577.89,2024-01
4191,Khobar,Home,2024-01-23,5,130.32,651.6,2024-01
2696,Khobar,Electronics,2024-01-24,8,20.43,163.44,2024-01
4991,Makkah,Groceries,2024-01-25,4,363.31,1453.24,2024-01
1627,Khobar,Home,2024-01-26,6,102.17,613.02,2024-01
1586,Dammam,Sports,2024-01-27,4,70.15,280.6,2024-01
2648,Riyadh,Sports,2024-01-28,2,134.01,268.02,2024-01
2443,Makkah,Electronics,2024-01-29,1,202.35,202.35,2024-01
2445,Dammam,Groceries,2024-01-30,1,248.44,248.44,2024-01
